,
0,-23.167589692759844
1,-5.229339398234688
2,-61.02813410735548
3,-94.85334925299368
4,-0.5694593763969302
5,-48.39553438732589
6,0.1693354305076448
7,-85.42412838713749
8,-72.41579579721612
9,-62.289607721946574
10,-60.99987496785435
11,-53.3062283170782
12,-4.017403787531523
13,-30.821151147604184
14,-88.61054836055715
15,-58.30387854107271
16,-48.16699072042558
17,-39.28508200451455
18,-74.87097197664421
19,-73.79003497484969
20,-47.196491691449545
21,-79.94693894771444
22,-67.21993763505645
23,-53.20940096065516
24,-10.486464154576788
25,-31.22263266429076
26,-21.503624878059842
27,-73.92744006557399
28,-57.43095577540493
29,-47.76537350577507
30,-79.22937947735544
31,-70.41228363887711
32,-51.033267605041566
33,-63.61306712486506
34,-97.96556668263561
35,-78.15652826391069
36,-95.49007916195524
37,-52.34034567650437
38,-59.9892117666745
39,-62.95126469906311
40,-5.868150596464564
41,-69.46397983125011
42,-18.955458291910226
43,-49.697877301773524
44,-1.3279669816319677
45,-85.99991001615122
46,-12.02073143405156
47,-67.55305237420917
48,-39.705391777644714
49,20.934982807403273
